Date,Temperature (°C),Rainfall (mm),Humidity (%),Dengue_Cases
2015-06-15,26.57,120.85,64.66,18
2015-06-16,25.2,123.63,67.74,16
2015-06-17,25.5,121.62,64.12,16
2015-06-18,24.98,113.52,63.58,17
2015-06-19,25.08,88.87,68.77,17
2015-06-20,22.59,149.18,67.19,14
2015-06-21,26.15,112.42,68.0,20
2015-06-22,26.39,138.22,64.51,18
2015-06-23,25.55,97.5,66.56,14
2015-06-24,25.37,94.22,61.11,12
2015-06-25,25.7,118.01,63.49,13
2015-06-26,24.81,114.98,65.53,17
2015-06-27,24.14,82.33,63.48,12
2015-06-28,24.18,91.61,55.85,13
2015-06-29,22.37,71.73,69.47,12
2015-06-30,26.0,112.63,62.79,16
2015-07-01,23.8,78.44,65.58,11
2015-07-02,21.78,102.74,65.15,14
2015-07-03,23.03,104.04,58.55,14
2015-07-04,24.6,145.21,59.85,17
2015-07-05,23.94,101.85,59.24,13
2015-07-06,25.34,60.33,62.33,12
2015-07-07,21.3,99.98,68.12,13
2015-07-08,25.91,96.1,53.01,14
2015-07-09,25.34,98.51,53.83,13
2015-07-10,25.3,59.58,56.67,10
2015-07-11,23.59,97.49,55.72,14
2015-07-12,24.09,117.75,64.39,18
2015-07-13,23.46,75.09,68.35,13
2015-07-14,23.72,101.14,61.66,12
2015-07-15,25.17,76.31,57.93,12
2015-07-16,21.76,54.86,52.11,15
2015-07-17,25.21,62.09,53.41,14
2015-07-18,24.39,104.59,58.41,14
2015-07-19,24.08,79.59,53.26,12
2015-07-20,21.09,102.23,47.45,15
2015-07-21,25.42,110.55,47.16,15
2015-07-22,24.02,97.79,55.82,12
2015-07-23,24.76,65.97,57.08,11
2015-07-24,23.07,82.72,57.49,10
2015-07-25,22.58,81.98,53.78,12
2015-07-26,23.96,60.72,48.48,10
2015-07-27,21.19,63.6,50.48,19
2015-07-28,23.91,88.94,50.35,15
2015-07-29,23.9,102.7,55.76,14
2015-07-30,25.2,68.62,55.49,13
2015-07-31,22.21,109.56,57.57,15
2015-08-01,20.5,74.43,44.46,14
2015-08-02,22.63,73.69,54.08,13
2015-08-03,22.17,86.55,49.85,14
2015-08-04,22.09,72.91,44.49,9
2015-08-05,22.25,65.5,44.4,13
2015-08-06,24.15,43.89,41.92,10
2015-08-07,21.65,80.58,43.13,12
2015-08-08,22.66,77.38,42.81,14
2015-08-09,21.31,75.84,31.48,12
2015-08-10,20.35,56.68,49.41,11
2015-08-11,18.98,81.22,55.89,15
2015-08-12,22.1,73.07,51.67,15
2015-08-13,18.76,90.23,41.46,12
2015-08-14,20.62,45.7,56.63,11
2015-08-15,20.72,94.56,50.87,13
2015-08-16,22.41,103.74,48.45,14
2015-08-17,21.67,51.54,54.34,11
2015-08-18,19.38,55.8,47.08,9
2015-08-19,22.0,73.0,51.57,11
2015-08-20,21.68,44.4,41.74,9
2015-08-21,20.16,80.17,42.22,14
2015-08-22,22.88,60.36,43.72,14
2015-08-23,19.98,50.12,45.85,13
2015-08-24,21.66,58.87,41.23,11
2015-08-25,22.12,53.77,46.87,12
2015-08-26,21.07,48.7,45.76,8
2015-08-27,20.29,59.39,49.47,11
2015-08-28,18.16,37.53,44.35,11
2015-08-29,21.0,82.27,45.95,10
2015-08-30,19.84,83.3,50.78,12
2015-08-31,19.96,74.02,44.98,12
2015-09-01,21.04,73.32,39.93,11
2015-09-02,20.15,75.1,39.13,13
2015-09-03,22.35,35.18,38.61,9
2015-09-04,21.67,56.83,41.66,12
2015-09-05,17.19,83.26,44.49,15
2015-09-06,18.98,73.88,47.0,14
2015-09-07,18.2,86.17,45.43,12
2015-09-08,21.42,53.5,44.66,12
2015-09-09,18.23,77.29,46.45,11
2015-09-10,18.87,12.13,34.45,11
2015-09-11,18.87,54.21,42.65,10
2015-09-12,18.55,39.14,37.33,10
2015-09-13,19.96,63.16,36.03,14
2015-09-14,19.86,68.44,39.75,12
2015-09-15,19.53,19.15,38.72,9
2015-09-16,21.23,65.1,38.47,10
2015-09-17,22.33,54.39,38.52,12
2015-09-18,21.86,61.02,38.86,11
2015-09-19,19.05,81.74,48.74,13
2015-09-20,18.47,45.04,36.32,9
2015-09-21,21.12,84.44,59.21,11
2015-09-22,20.33,83.79,39.01,16
2015-09-23,21.81,19.4,45.53,11
2015-09-24,19.8,40.62,36.64,10
2015-09-25,18.45,61.74,47.77,13
2015-09-26,18.16,48.88,46.6,10
2015-09-27,19.97,49.2,50.98,12
2015-09-28,18.76,18.9,40.03,14
2015-09-29,19.79,22.13,39.58,10
2015-09-30,19.19,30.24,38.0,11
2015-10-01,19.89,74.67,46.03,12
2015-10-02,19.81,46.72,43.4,12
2015-10-03,20.74,31.78,35.75,12
2015-10-04,18.91,68.12,40.48,11
2015-10-05,19.21,35.46,41.79,13
2015-10-06,22.01,37.71,38.24,12
2015-10-07,22.92,0.84,32.33,12
2015-10-08,21.73,47.49,44.14,13
2015-10-09,22.52,76.41,42.28,12
2015-10-10,21.86,59.52,49.9,10
2015-10-11,21.05,54.67,37.77,10
2015-10-12,20.47,46.73,48.41,12
2015-10-13,21.24,30.1,45.73,8
2015-10-14,18.58,54.3,46.58,13
2015-10-15,20.57,29.01,44.8,11
2015-10-16,20.45,38.75,46.13,11
2015-10-17,22.42,14.27,45.1,14
2015-10-18,20.17,38.57,37.89,13
2015-10-19,19.24,80.19,32.44,10
2015-10-20,20.42,74.49,43.08,13
2015-10-21,20.27,57.53,36.47,10
2015-10-22,20.47,32.93,41.81,7
2015-10-23,21.1,78.47,49.11,12
2015-10-24,21.12,71.44,42.87,14
2015-10-25,18.88,53.09,46.05,11
2015-10-26,22.01,60.64,46.56,10
2015-10-27,19.63,81.33,31.05,13
2015-10-28,21.13,50.02,37.64,13
2015-10-29,22.03,29.36,47.06,9
2015-10-30,21.4,73.82,36.16,14
2015-10-31,21.31,78.68,44.39,13
2015-11-01,21.85,98.62,45.67,14
2015-11-02,21.12,18.82,42.9,10
2015-11-03,22.68,67.96,40.99,12
2015-11-04,23.08,59.95,42.32,13
2015-11-05,23.3,84.58,43.24,11
2015-11-06,19.45,66.23,48.9,13
2015-11-07,17.52,69.41,53.28,12
2015-11-08,23.1,64.45,46.06,11
2015-11-09,21.11,88.45,42.42,12
2015-11-10,21.82,66.88,45.21,11
2015-11-11,19.51,64.25,50.5,12
2015-11-12,20.17,48.85,46.83,10
2015-11-13,25.06,85.07,42.71,14
2015-11-14,21.63,89.41,44.34,11
2015-11-15,20.61,84.71,44.66,14
2015-11-16,20.51,71.67,43.15,13
2015-11-17,20.33,52.65,47.67,13
2015-11-18,21.97,74.15,47.35,11
2015-11-19,20.43,66.72,40.81,13
2015-11-20,22.55,79.85,44.02,13
2015-11-21,22.56,93.57,47.95,14
2015-11-22,20.17,93.57,48.61,14
2015-11-23,23.26,104.39,49.01,13
2015-11-24,23.41,65.16,49.61,12
2015-11-25,22.27,59.76,47.48,13
2015-11-26,18.86,36.35,38.18,7
2015-11-27,21.95,50.62,43.93,9
2015-11-28,21.8,75.7,50.34,15
2015-11-29,23.45,56.23,51.59,13
2015-11-30,21.83,46.06,52.78,11
2015-12-01,23.81,86.46,48.85,13
2015-12-02,22.31,58.03,51.82,13
2015-12-03,21.35,78.69,50.82,11
2015-12-04,23.18,50.92,48.58,10
2015-12-05,22.81,99.44,58.81,16
2015-12-06,21.53,82.51,52.88,12
2015-12-07,22.16,96.02,46.99,13
2015-12-08,25.74,70.0,51.38,15
2015-12-09,22.38,88.92,49.08,15
2015-12-10,22.98,72.99,52.29,13
2015-12-11,24.38,56.01,50.17,14
2015-12-12,24.04,110.0,52.33,14
2015-12-13,24.24,92.84,56.74,16
2015-12-14,24.56,73.41,70.47,14
2015-12-15,22.43,65.95,47.8,10
2015-12-16,23.84,89.11,52.13,16
2015-12-17,24.51,79.38,60.34,11
2015-12-18,25.15,94.46,52.34,17
2015-12-19,26.75,112.46,62.06,19
2015-12-20,24.26,75.66,52.49,11
2015-12-21,25.01,120.77,52.39,15
2015-12-22,24.57,90.32,53.18,12
2015-12-23,23.77,102.78,51.65,12
2015-12-24,25.34,135.91,58.23,15
2015-12-25,26.24,108.77,61.08,13
2015-12-26,22.57,92.69,67.23,12
2015-12-27,23.94,89.09,62.2,15
2015-12-28,24.86,117.36,59.74,14
2015-12-29,26.8,118.88,61.28,15
2015-12-30,26.59,119.88,72.11,16
2015-12-31,22.93,70.58,51.75,14
2016-01-01,24.66,95.41,48.65,13
2016-01-02,23.18,95.39,65.11,14
2016-01-03,25.77,109.01,57.3,15
2016-01-04,25.52,92.91,61.01,13
2016-01-05,27.67,91.76,71.84,13
2016-01-06,25.21,96.36,54.95,13
2016-01-07,26.88,85.24,66.98,12
2016-01-08,26.06,99.12,52.34,13
2016-01-09,27.39,131.0,62.57,18
2016-01-10,27.76,69.37,71.36,11
2016-01-11,27.03,97.82,65.74,14
2016-01-12,27.97,58.79,66.13,14
2016-01-13,24.41,95.65,66.38,16
2016-01-14,27.64,120.6,61.73,16
2016-01-15,26.32,107.66,66.73,15
2016-01-16,22.04,130.75,66.75,14
2016-01-17,25.13,130.44,62.87,14
2016-01-18,26.86,87.26,58.93,20
2016-01-19,28.74,134.18,73.76,16
2016-01-20,25.92,121.09,65.73,15
2016-01-21,27.54,122.71,61.62,14
2016-01-22,23.8,96.63,75.68,16
2016-01-23,26.27,123.22,68.93,16
2016-01-24,27.98,113.51,71.52,15
2016-01-25,28.6,152.75,67.76,20
2016-01-26,26.78,100.63,71.9,18
2016-01-27,30.24,110.92,69.53,16
2016-01-28,26.49,137.46,69.29,15
2016-01-29,30.51,126.61,79.33,16
2016-01-30,25.25,117.21,70.29,17
2016-01-31,24.95,143.86,64.89,19
2016-02-01,29.22,120.31,69.82,16
2016-02-02,25.93,148.0,73.11,16
2016-02-03,31.04,99.98,64.4,14
2016-02-04,28.74,134.82,63.6,15
2016-02-05,28.49,116.17,67.69,15
2016-02-06,28.07,108.02,70.32,16
2016-02-07,28.99,139.09,74.88,18
2016-02-08,27.35,142.65,71.39,17
2016-02-09,27.47,137.94,68.34,16
2016-02-10,26.09,116.14,74.44,14
2016-02-11,25.43,117.56,73.9,18
2016-02-12,27.44,139.5,82.47,15
2016-02-13,28.35,125.61,72.01,13
2016-02-14,29.38,143.3,74.02,15
2016-02-15,28.21,95.36,63.8,14
2016-02-16,30.0,128.61,74.27,16
2016-02-17,30.57,147.33,83.85,18
2016-02-18,29.05,127.39,66.72,15
2016-02-19,28.08,150.87,69.33,18
2016-02-20,28.18,104.08,69.73,17
2016-02-21,28.07,116.18,73.14,14
2016-02-22,28.7,133.19,74.7,15
2016-02-23,27.94,162.55,81.93,18
2016-02-24,27.55,117.67,71.02,13
2016-02-25,28.54,153.91,84.55,17
2016-02-26,28.96,155.25,71.96,15
2016-02-27,29.18,144.33,76.88,20
2016-02-28,31.86,150.81,77.34,19
2016-02-29,27.27,183.48,74.27,19
2016-03-01,28.98,94.4,76.89,13
2016-03-02,30.24,139.85,80.59,15
2016-03-03,31.45,140.1,90.07,15
2016-03-04,30.26,138.72,82.91,17
2016-03-05,26.84,132.37,84.59,17
2016-03-06,31.62,136.42,88.11,16
2016-03-07,31.4,129.12,82.62,14
2016-03-08,28.49,129.78,82.73,15
2016-03-09,30.73,148.78,77.06,16
2016-03-10,30.78,113.22,78.96,14
2016-03-11,28.97,120.87,83.41,18
2016-03-12,29.21,102.62,81.59,14
2016-03-13,31.37,153.92,75.52,19
2016-03-14,29.11,138.41,72.52,18
2016-03-15,29.13,177.2,85.29,20
2016-03-16,29.12,184.62,88.85,20
2016-03-17,30.63,165.25,78.44,19
2016-03-18,30.26,175.2,77.73,17
2016-03-19,30.86,128.68,72.73,15
2016-03-20,28.99,143.27,81.19,17
2016-03-21,30.75,146.44,84.87,15
2016-03-22,29.3,149.86,84.12,17
2016-03-23,28.83,174.49,73.92,17
2016-03-24,28.16,113.38,73.27,12
2016-03-25,30.37,173.28,87.17,19
2016-03-26,29.98,163.21,81.17,22
2016-03-27,31.88,176.12,82.54,16
2016-03-28,28.18,148.98,75.4,18
2016-03-29,28.42,145.28,83.09,19
2016-03-30,26.52,138.13,80.96,19
2016-03-31,29.47,181.38,76.17,17
2016-04-01,31.05,157.74,75.64,19
2016-04-02,30.79,155.15,84.48,19
2016-04-03,29.77,125.51,76.33,16
2016-04-04,29.64,155.6,75.87,16
2016-04-05,29.58,112.37,77.27,14
2016-04-06,29.19,132.77,78.1,15
2016-04-07,30.09,185.69,76.41,18
2016-04-08,29.72,154.61,80.71,18
2016-04-09,29.44,141.65,79.55,14
2016-04-10,30.15,120.37,75.5,16
2016-04-11,28.75,131.36,72.9,14
2016-04-12,32.48,146.93,87.3,22
2016-04-13,30.68,151.56,84.53,20
2016-04-14,27.84,144.48,90.23,19
2016-04-15,32.12,149.07,81.42,19
2016-04-16,29.02,144.4,72.44,16
2016-04-17,27.4,143.35,81.11,15
2016-04-18,29.3,170.68,71.33,19
2016-04-19,30.19,157.71,78.55,16
2016-04-20,31.53,150.82,76.61,16
2016-04-21,30.53,161.96,76.89,17
2016-04-22,30.05,120.37,83.06,17
2016-04-23,26.77,147.77,82.51,15
2016-04-24,27.91,114.08,73.03,13
2016-04-25,29.13,148.68,77.72,17
2016-04-26,29.78,126.72,79.89,19
2016-04-27,28.15,151.08,84.22,18
2016-04-28,31.49,139.48,86.61,18
2016-04-29,28.93,137.31,82.66,16
2016-04-30,29.59,157.98,74.1,19
2016-05-01,31.15,173.52,79.7,19
2016-05-02,29.78,153.68,64.91,18
2016-05-03,30.52,143.63,82.76,18
2016-05-04,28.54,147.48,78.49,14
2016-05-05,30.33,151.95,75.25,17
2016-05-06,29.58,139.59,80.5,15
2016-05-07,27.35,122.61,80.0,17
2016-05-08,31.0,129.59,77.17,14
2016-05-09,30.25,168.3,70.54,16
2016-05-10,29.09,144.57,67.17,18
2016-05-11,29.25,112.88,79.85,15
2016-05-12,26.75,133.48,72.83,14
2016-05-13,27.39,132.34,77.63,16
2016-05-14,26.75,111.16,84.8,13
2016-05-15,26.55,140.77,76.35,17
2016-05-16,29.5,123.28,74.46,15
2016-05-17,26.41,128.74,70.3,14
2016-05-18,29.12,109.07,68.34,15
2016-05-19,26.84,152.92,65.44,16
2016-05-20,29.34,118.66,64.02,13
2016-05-21,30.87,122.94,72.31,14
2016-05-22,26.92,123.57,79.96,16
2016-05-23,26.6,136.53,73.14,18
2016-05-24,31.36,135.74,60.4,18
2016-05-25,26.77,152.7,75.58,19
2016-05-26,25.9,151.63,72.23,17
2016-05-27,28.09,144.05,81.87,17
2016-05-28,27.42,129.01,76.69,16
2016-05-29,25.16,131.74,67.57,15
2016-05-30,29.06,129.34,76.06,20
2016-05-31,26.57,121.24,66.67,19
2016-06-01,26.7,121.41,64.78,14
2016-06-02,26.46,136.8,65.48,16
2016-06-03,27.76,138.49,72.17,18
2016-06-04,27.74,137.51,65.25,15
2016-06-05,27.68,126.78,72.36,17
2016-06-06,26.62,112.76,69.34,14
2016-06-07,27.61,120.5,69.8,17
2016-06-08,24.96,126.86,70.05,16
2016-06-09,25.88,119.62,68.2,17
2016-06-10,24.95,136.65,69.32,16
2016-06-11,27.21,153.03,63.51,14
2016-06-12,26.78,107.96,60.69,16
2016-06-13,28.84,126.1,75.73,16
2016-06-14,25.22,124.18,62.39,18
2016-06-15,27.9,132.82,66.88,17
2016-06-16,25.51,124.75,59.65,15
2016-06-17,27.95,97.03,73.73,13
2016-06-18,26.53,140.01,66.91,15
2016-06-19,24.27,98.57,70.32,17
2016-06-20,25.13,88.89,63.01,14
2016-06-21,21.91,125.2,65.9,16
2016-06-22,24.7,93.53,60.47,16
2016-06-23,25.47,90.4,61.47,18
2016-06-24,24.7,87.83,63.01,13
2016-06-25,25.08,140.04,59.22,14
2016-06-26,24.38,105.34,64.52,17
2016-06-27,26.06,93.69,71.49,14
2016-06-28,25.47,69.84,62.17,11
2016-06-29,24.9,116.1,63.21,14
2016-06-30,24.88,93.75,60.55,17
2016-07-01,25.64,118.75,58.19,13
2016-07-02,23.45,93.94,61.15,14
2016-07-03,24.88,79.81,55.93,14
2016-07-04,25.2,90.82,59.64,14
2016-07-05,24.27,138.4,55.56,18
2016-07-06,22.88,96.7,65.22,12
2016-07-07,22.36,81.7,54.33,15
2016-07-08,22.86,124.29,61.14,14
2016-07-09,25.06,91.1,54.42,12
2016-07-10,23.41,135.69,55.54,14
2016-07-11,26.32,63.13,54.27,13
2016-07-12,24.38,79.22,55.35,11
2016-07-13,26.17,91.74,59.2,16
2016-07-14,21.04,81.27,58.57,12
2016-07-15,24.32,108.2,63.18,13
2016-07-16,24.81,90.4,44.08,13
2016-07-17,25.0,66.27,52.11,11
2016-07-18,22.87,82.99,58.04,13
2016-07-19,22.64,109.85,55.99,15
2016-07-20,25.61,77.92,53.73,11
2016-07-21,25.48,110.64,59.44,15
2016-07-22,24.27,89.5,49.51,12
2016-07-23,25.1,71.33,49.02,11
2016-07-24,23.89,59.84,61.54,11
2016-07-25,22.51,89.53,52.2,14
2016-07-26,24.26,83.64,51.35,13
2016-07-27,23.41,72.65,45.05,19
2016-07-28,23.16,88.92,46.97,12
2016-07-29,21.52,100.88,63.32,12
2016-07-30,23.46,82.32,49.69,11
2016-07-31,23.49,74.16,52.19,11
2016-08-01,21.15,40.04,51.03,8
2016-08-02,20.77,91.56,51.74,13
2016-08-03,20.82,79.23,47.94,11
2016-08-04,21.42,96.52,53.14,14
2016-08-05,18.75,75.28,48.27,13
2016-08-06,18.97,59.98,56.8,11
2016-08-07,24.72,64.29,44.4,12
2016-08-08,19.39,66.31,42.49,11
2016-08-09,18.89,56.55,56.19,10
2016-08-10,22.43,74.44,49.14,12
2016-08-11,23.04,86.1,41.22,11
2016-08-12,22.42,70.3,47.87,10
2016-08-13,23.55,1.7,38.58,9
2016-08-14,24.25,118.15,50.91,15
2016-08-15,22.72,69.75,50.61,11
2016-08-16,23.49,57.97,47.38,12
2016-08-17,21.07,60.6,47.83,12
2016-08-18,21.75,59.46,43.44,11
2016-08-19,19.15,46.21,49.73,11
2016-08-20,23.76,106.49,42.74,13
2016-08-21,18.67,29.63,37.75,17
2016-08-22,22.24,53.78,49.01,10
2016-08-23,21.72,49.4,45.36,9
2016-08-24,22.04,29.29,40.63,10
2016-08-25,21.48,40.17,38.09,12
2016-08-26,19.9,51.24,43.35,13
2016-08-27,23.69,75.64,41.11,12
2016-08-28,21.8,32.64,42.62,10
2016-08-29,20.57,57.31,41.75,10
2016-08-30,21.05,48.04,43.39,10
2016-08-31,20.87,52.32,34.22,8
2016-09-01,20.69,58.69,44.85,10
2016-09-02,19.31,64.0,43.23,14
2016-09-03,20.42,70.05,48.45,12
2016-09-04,17.56,64.72,43.95,12
2016-09-05,20.25,64.73,46.69,11
2016-09-06,20.91,23.31,37.15,8
2016-09-07,18.97,58.7,38.6,12
2016-09-08,22.0,83.5,40.95,12
2016-09-09,18.63,36.81,40.12,12
2016-09-10,20.06,51.17,37.1,8
2016-09-11,20.18,55.6,32.88,15
2016-09-12,20.99,59.94,45.28,11
2016-09-13,18.28,29.88,45.23,9
2016-09-14,16.55,71.38,41.61,11
2016-09-15,19.11,47.64,42.07,9
2016-09-16,19.91,58.22,35.69,10
2016-09-17,19.83,90.77,46.91,13
2016-09-18,19.51,33.02,38.53,12
2016-09-19,20.55,65.5,46.51,11
2016-09-20,20.57,64.98,39.44,15
2016-09-21,20.34,63.64,36.48,15
2016-09-22,18.77,28.09,37.24,7
2016-09-23,20.18,33.98,44.41,11
2016-09-24,19.75,49.51,34.78,11
2016-09-25,19.85,34.09,36.05,9
2016-09-26,19.72,59.08,39.94,10
2016-09-27,21.29,66.52,37.59,15
2016-09-28,18.99,83.83,45.22,15
2016-09-29,20.15,44.09,44.78,13
2016-09-30,20.25,32.6,39.03,8
2016-10-01,16.9,61.64,30.0,10
2016-10-02,19.38,58.44,44.99,11
2016-10-03,20.8,45.99,36.34,9
2016-10-04,21.68,60.51,35.56,13
2016-10-05,24.84,38.5,41.51,14
2016-10-06,18.78,52.82,39.51,12
2016-10-07,19.96,69.92,39.43,12
2016-10-08,23.6,93.56,34.46,11
2016-10-09,23.86,80.96,35.71,12
2016-10-10,18.71,64.0,31.12,13
2016-10-11,22.14,60.58,48.0,11
2016-10-12,19.32,66.27,36.31,14
2016-10-13,21.22,74.7,34.75,13
2016-10-14,18.47,43.38,36.9,12
2016-10-15,18.78,41.84,39.86,12
2016-10-16,21.63,81.19,35.92,12
2016-10-17,19.05,52.21,41.68,14
2016-10-18,20.85,58.29,46.12,10
2016-10-19,20.34,58.46,43.1,11
2016-10-20,20.17,39.66,50.03,10
2016-10-21,19.39,82.95,52.04,11
2016-10-22,19.74,69.11,33.24,16
2016-10-23,21.87,60.16,42.08,11
2016-10-24,20.24,75.32,44.07,11
2016-10-25,20.19,108.74,48.37,14
2016-10-26,23.8,50.97,38.33,11
2016-10-27,19.27,47.86,37.2,8
2016-10-28,20.14,37.62,43.45,10
2016-10-29,18.9,90.35,38.42,13
2016-10-30,21.43,78.08,40.08,12
2016-10-31,18.07,36.44,52.19,9
2016-11-01,20.76,69.05,48.3,17
2016-11-02,20.09,42.67,39.99,8
2016-11-03,19.51,31.34,37.8,9
2016-11-04,19.45,68.34,40.64,15
2016-11-05,21.34,65.9,39.19,11
2016-11-06,23.23,42.82,43.99,11
2016-11-07,21.73,72.96,41.18,10
2016-11-08,21.72,80.8,30.97,12
2016-11-09,20.59,83.32,43.41,14
2016-11-10,22.6,33.1,50.08,10
2016-11-11,20.51,49.65,55.7,12
2016-11-12,20.48,43.87,46.23,10
2016-11-13,21.58,66.91,46.2,13
2016-11-14,22.06,88.47,46.45,11
2016-11-15,23.4,73.76,52.99,14
2016-11-16,20.44,105.03,44.71,13
2016-11-17,23.21,61.81,45.54,14
2016-11-18,23.66,86.18,50.66,14
2016-11-19,18.77,45.21,38.68,12
2016-11-20,21.51,80.04,48.35,14
2016-11-21,22.0,40.45,51.06,13
2016-11-22,20.91,94.78,49.93,14
2016-11-23,24.11,66.18,41.03,10
2016-11-24,26.01,48.47,54.31,11
2016-11-25,22.65,65.61,37.95,15
2016-11-26,23.24,65.78,50.04,13
2016-11-27,23.85,72.46,50.22,11
2016-11-28,23.37,72.82,53.17,11
2016-11-29,22.24,58.97,43.52,12
2016-11-30,21.97,101.49,53.34,14
2016-12-01,21.85,37.56,56.6,13
2016-12-02,21.79,86.13,56.15,11
2016-12-03,21.3,85.93,54.51,12
2016-12-04,21.97,86.77,46.55,12
2016-12-05,23.89,70.45,47.64,12
2016-12-06,21.9,83.09,54.09,12
2016-12-07,25.61,64.14,55.33,15
2016-12-08,22.92,85.96,62.26,15
2016-12-09,25.63,93.27,48.49,13
2016-12-10,21.73,49.65,53.2,13
2016-12-11,26.22,97.7,56.34,13
2016-12-12,26.02,133.16,54.33,18
2016-12-13,25.63,54.79,53.02,15
2016-12-14,24.04,109.24,56.86,13
2016-12-15,23.91,104.04,50.68,11
2016-12-16,24.26,64.88,61.0,17
2016-12-17,23.51,129.77,53.38,18
2016-12-18,24.01,92.0,61.6,12
2016-12-19,23.69,68.63,60.1,12
2016-12-20,25.65,96.27,61.42,14
2016-12-21,23.55,87.61,52.55,15
2016-12-22,23.39,70.2,62.91,14
2016-12-23,24.76,70.59,56.15,10
2016-12-24,25.5,104.24,52.74,12
2016-12-25,23.98,88.54,52.99,16
2016-12-26,27.28,137.14,59.63,15
2016-12-27,26.58,114.36,55.23,15
2016-12-28,24.57,120.79,48.49,14
2016-12-29,25.22,92.78,54.96,16
2016-12-30,24.44,127.84,67.57,17
2016-12-31,25.14,105.56,59.92,14
2017-01-01,24.42,86.26,62.54,12
2017-01-02,24.05,96.42,66.11,14
2017-01-03,24.48,105.99,63.75,13
2017-01-04,23.6,116.53,65.32,13
2017-01-05,26.34,133.81,55.71,16
2017-01-06,26.65,91.09,68.92,15
2017-01-07,29.4,115.98,69.9,13
2017-01-08,26.12,106.62,66.9,16
2017-01-09,26.01,117.25,71.27,13
2017-01-10,26.29,104.38,61.91,14
2017-01-11,27.72,112.39,61.32,14
2017-01-12,25.62,126.1,64.54,19
2017-01-13,28.06,92.77,61.7,13
2017-01-14,28.89,85.69,72.49,14
2017-01-15,27.21,111.8,65.38,13
2017-01-16,25.75,112.9,60.19,18
2017-01-17,25.18,94.27,63.48,12
2017-01-18,24.2,95.0,61.33,14
2017-01-19,25.25,168.69,68.47,20
2017-01-20,29.64,140.38,72.98,17
2017-01-21,25.52,115.29,70.27,15
2017-01-22,29.61,159.3,77.99,15
2017-01-23,25.38,97.06,57.84,14
2017-01-24,28.95,149.16,72.42,20
2017-01-25,29.94,151.08,70.83,18
2017-01-26,28.39,105.67,70.63,15
2017-01-27,28.35,146.51,65.93,18
2017-01-28,28.24,112.54,69.61,14
2017-01-29,26.53,130.79,60.62,13
2017-01-30,27.35,133.0,70.24,18
2017-01-31,27.13,113.97,73.67,16
2017-02-01,25.22,80.52,63.81,10
2017-02-02,27.22,139.41,67.81,17
2017-02-03,25.13,151.06,72.97,15
2017-02-04,27.76,145.44,77.49,18
2017-02-05,29.08,156.37,72.74,21
2017-02-06,26.87,118.19,72.52,15
2017-02-07,27.46,129.32,67.37,16
2017-02-08,27.09,121.74,72.73,15
2017-02-09,27.27,130.46,73.17,17
2017-02-10,28.24,136.3,74.11,18
2017-02-11,30.45,109.14,72.92,12
2017-02-12,26.71,160.47,70.46,17
2017-02-13,26.4,158.23,76.92,15
2017-02-14,27.48,150.51,75.96,19
2017-02-15,28.82,100.8,70.18,14
2017-02-16,29.48,129.43,71.22,15
2017-02-17,28.29,135.7,68.2,16
2017-02-18,29.52,148.27,73.05,14
2017-02-19,28.22,121.06,81.55,15
2017-02-20,29.57,149.86,82.12,17
2017-02-21,30.3,130.21,79.62,18
2017-02-22,32.14,114.24,74.87,17
2017-02-23,29.03,136.81,81.01,18
2017-02-24,30.1,109.46,79.9,16
2017-02-25,29.56,143.06,78.07,18
2017-02-26,29.12,151.03,70.56,17
2017-02-27,25.67,124.0,81.45,16
2017-02-28,29.09,162.11,80.71,18
2017-03-01,25.67,148.54,72.58,17
2017-03-02,25.93,122.08,87.03,17
2017-03-03,26.12,125.56,75.69,16
2017-03-04,29.52,126.27,79.77,14
2017-03-05,29.65,110.17,87.25,14
2017-03-06,29.33,144.89,79.58,18
2017-03-07,30.21,160.24,77.71,16
2017-03-08,28.03,166.63,75.92,17
2017-03-09,28.86,151.4,69.03,20
2017-03-10,31.29,131.14,77.21,15
2017-03-11,27.76,163.17,78.52,17
2017-03-12,32.07,175.16,80.34,16
2017-03-13,30.02,165.66,77.99,19
2017-03-14,31.4,113.04,82.19,15
2017-03-15,29.75,124.63,75.14,17
2017-03-16,27.43,163.85,82.76,17
2017-03-17,28.69,143.91,66.5,19
2017-03-18,28.75,158.52,84.75,21
2017-03-19,29.78,166.16,78.67,16
2017-03-20,29.44,167.6,81.95,17
2017-03-21,29.82,143.59,71.99,17
2017-03-22,28.22,169.28,68.0,19
2017-03-23,31.12,153.16,81.45,22
2017-03-24,30.98,129.55,76.94,14
2017-03-25,33.27,193.04,84.9,21
2017-03-26,32.06,165.97,72.07,19
2017-03-27,29.7,168.21,79.25,19
2017-03-28,30.08,175.89,75.78,20
2017-03-29,30.63,186.04,70.22,20
2017-03-30,28.04,186.42,80.49,20
2017-03-31,31.08,133.76,80.27,18
2017-04-01,27.48,141.58,83.02,18
2017-04-02,29.54,197.74,79.4,19
2017-04-03,29.86,155.54,77.28,16
2017-04-04,30.27,169.38,79.2,19
2017-04-05,30.24,142.69,80.36,16
2017-04-06,29.82,118.35,77.54,17
2017-04-07,25.91,142.45,75.16,19
2017-04-08,28.81,144.08,74.99,17
